idpiso,"imagen","descripcion",orden
2036,"312.jpg","cocina",1
2035,"IMG-20180119-WA0005.jpg","salón (sofá)",5
2033,"DSC05727.JPG","Panorámica",5
2033,"DSC057202.JPG","Baño grande ",4
2033,"DSC057212.JPG","Habitación - 2",3
2065,"Hab2.jpg","Hab1",5
2065,"P32800077.png","Edificio",1
2065,"cocina2.png","Cocina",2
2033,"DSC05725.JPG","Habitación - 1",2
2033,"DSC05728.JPG","Salón",1
1595,"IMG-20180410-WA0021.jpg","una habitación",5
2031,"dormitorio_21.jpg","dormitorio 2",5
1577,"IMG_20140907_134918.jpg","Habitación 1",3
1577,"IMG_20140907_135319.jpg","Cocina",2
2031,"dormitorio_11.jpg","dormitorio 1",4
2031,"baño19.jpg","baño",3
2031,"cocina_americana.jpg","cocina",2
2031,"salon17.jpg","salon",1
2038,"20180510_203943.jpg","Habitación",6
2038,"20180510_203848.jpg","Habitación",7
2045,"071.JPG","Dormitorio",1
2045,"042.JPG","Salón-comedor",2
1432,"5_041.jpg","cocina 2",6
1432,"5_042.jpg","cocina 1",5
1432,"5_016.jpg","dormitorio 7",4
1432,"5_008.jpg","dormitorio 2",3
1432,"5_005.jpg","salon 5",2
1432,"5_001.jpg","SALON",1
2045,"121.JPG","baño",5
2045,"104.JPG","Dormitorio 2",6
2045,"111.JPG","trastero",7
2046,"IMG_20170618_212703.jpg","cocina",4
2045,"044.JPG","Salón-comedor",3
2045,"023.JPG","cocina",4
2029,"WhatsApp_Image_2018-03-24_at_17.00_.33(1)_.jpeg","salon",6
2029,"WhatsApp_Image_2018-03-24_at_17.00_.34(3)_.jpeg","pasillo",5
2029,"WhatsApp_Image_2018-03-24_at_17.00_.35(1)_.jpeg","baño",4
1904,"IMG_20160828_180304.jpg","BAÑO",5
1904,"IMG_20160828_180249.jpg","D03",4
1904,"IMG_20160828_180238.jpg","D02",3
1904,"IMG_20160828_180212.jpg","SALÓN-COMEDOR",1
837,"20150805_123911.jpg","Dormitorio",3
2029,"WhatsApp_Image_2018-03-24_at_17.00_.31(1)_.jpeg","habitacion individual para chicas",1
2027,"COCINA_22.jpg","Cocina",3
2027,"SALON-1.jpg","Salón 2",2
2027,"HAB-2.jpg","Habitación 2",1
2026,"vistas_a_la_calle.jpg","vista a la calle",5
2026,"cocina_11.jpg","cocina",4
2026,"habitacion_verde.jpg","Dormitorio 3",3
2026,"habitacion_rosa.jpg","Dormitorio 2",2
2026,"habitacion_azul_3.jpg","Dormitorio 1",1
1905,"1113.jpg","habitacion naranja",8
396,"Foto0633.jpg","Habitacion 1-1",2
396,"Foto0632.jpg","Habitacion 1",1
2024,"DSC_02434.JPG","habitación individual",5
2024,"DSC_02322.JPG","habitación individual 2",4
2024,"DSC_02281.JPG","Baño",3
2024,"DSC_0193.JPG","Cocina",2
2024,"DSC_0217.JPG","Salón",1
2022,"IMG_0348.JPG","habitación 2",7
2022,"IMG_0352.JPG","habitación 2",6
1848,"20150825_200927.jpg","piso completo",2
1848,"20150825_200849.jpg","salon",1
1666,"IMG_4479.JPG","Habitación foto 1",1
1666,"IMG_4484.JPG","Habitación foto 2",2
1666,"IMG_4507.JPG","Baño",4
1666,"IMG_4524.JPG","Habitación foto 3",3
1666,"IMG_4540.JPG","Cocina",5
1666,"IMG_4553.JPG","Salón foto 1",7
1666,"IMG_4573.JPG","Salón foto 2",8
2022,"IMG_0349.JPG","habitacion",4
2022,"IMG_0354.JPG","baño",5
2022,"IMG_0343.JPG","salón",3
2022,"IMG_03421.JPG","salon",1
2022,"IMG_03391.JPG","cocina",2
2021,"PASILLO2.JPG","pasillo",1
1063,"P8270122.JPG","cocina",1
1063,"P8270129.JPG","habitación",2
1063,"P8270131.JPG","baño",3
1063,"20140824_130434.jpg","habitacion",6
2050,"20180629_222203.jpg","Habitación 3",1
1063,"IMG_20170821_103243.jpg","salon",5
1368,"IMG_20170821_1032431.jpg","salon",4
1368,"20140824_1304341.jpg","habitacion",3
1368,"20140824_130701.jpg","baño",2
1368,"20140824_131403.jpg","cocina",1
2066,"P1020023.JPG","",1
1666,"IMG_4537.JPG","Cocina foto 2",6
2010,"20170831_1944191.jpg","Dormitorio cpn escritorio y armario",6
2019,"IMG_3213.JPG","Cocina de gas. Tambien Patio exterior",5
2019,"IMG_3237.JPG","Servicio con bañera",4
2019,"IMG_3234.JPG","3ª habitació con armario y escritorio",3
2019,"IMG_3222.JPG","2ª habitació con armario y escritorio",2
2019,"IMG_3229.JPG","1ª habitació con armario y escritorio",1
2018,"20170903_194444.jpg","Salón ",5
2018,"20170827_151430.jpg","Habitación ",3
2018,"20170820_173335.jpg","Habitación ",4
1194,"20140828_093422.jpg","Salón comedor",1
1194,"20140828_093536.jpg","Cocina",2
1194,"20140828_093639.jpg","Baño",3
1194,"20140828_093709.jpg","Habitación",4
2015,"39Habitacion4_1.jpg","Habitacion 4",6
2107,"habitaciónindividual.jpg","Habitación ",3
2015,"24Baño1_2.jpg","Baño 1",4
2015,"21Habitacion1_2.jpg","Habitacion 1",3
2015,"19Cocina_4.jpg","Cocina",1
2013,"IMG_20170808_192701.jpg","Cocina",8
2014,"Aqua_Shine_4G_20170720_130753.jpg","Piso",2
2013,"IMG_20170808_192357.jpg","Habitación 2",5
2013,"IMG_20170808_192200.jpg","Habitación 1",4
2015,"10Salon_21.jpg","Salon",2
516,"la_foto_(16).jpg","habitación 2",9
516,"la_foto_(4)1.jpg","habitación 1",8
516,"la_foto_(3)1.jpg","habitación 1",7
516,"la_foto_(9).jpg","salón",6
516,"la_foto_(14)1.jpg","salón ",5
516,"la_foto_(7).jpg","baño",4
516,"la_foto_(5).jpg","cocina",3
516,"la_foto_(17).jpg","portal",2
516,"la_foto_(15).jpg","portal",1
2013,"IMG_20170808_192307.jpg","Cuarto de Baño",2
2013,"IMG_20170808_192036.jpg","Hall",1
2012,"IMAG4362.jpg","BAÑO",3
842,"cocina4.jpg","Cocina",1
2012,"IMAG4361.jpg","HABITACION",2
2012,"IMAG4369.jpg","FACHADA",1
2010,"IMG-20170830-WA00273.jpg","Parte de la cocina con Office ",5
2010,"IMG-20170830-WA00231.jpg","Balcón ",4
2010,"IMG-20170830-WA00291.jpg","Salon, comedor",3
2010,"IMG-20170830-WA00241.jpg","Baño completo wc y bañera",2
2010,"20170831_194419.jpg","Dormitorio",1
2009,"Salon9.JPG","Amplio salón",3
2009,"Baño19.JPG","Baño totalmente reformado",2
2008,"20170704_182513.jpg","Baño",6
2008,"20170704_182651.jpg","Dormitorio_3",5
2008,"20170704_182620.jpg","Dormitorio_2",4
2009,"Dormitorio_24.JPG","Dormitorio 2",1
2005,"20170817_173411[2].jpg","Cocina",5
2005,"20170817_173206[1].jpg","Habitación 2",4
2005,"20170817_173157[1].jpg","Habitación 1",3
2005,"20170817_172810[1].jpg","Salón 2",2
2014,"Aqua_Shine_4G_20170720_131715.jpg","Piso",1
378,"fotos_bq_0811.jpg","BUENAS VISTAS EN SALON",6
2008,"20170704_182444.jpg","Salón",1
2008,"20170704_182348.jpg","Cocina con lavadero tendedero",2
2005,"20170817_172639[2].jpg","Salón 1",1
1724,"Dormitorio3D1.jpg","dormitorio3",6
411,"IMG_20160724_180331.jpg","Salon",7
411,"baño16.JPG","baño",6
411,"IMG_20160724_180126.jpg","Cocina",5
411,"IMG_20160724_180106.jpg","Cocina",4
411,"cocina37.JPG","Cocina",3
411,"IMG_20150725_130357.jpg","Habitación ",2
411,"IMG_20150725_130239.jpg","Habitación ",1
1998,"dormitorio1_2.jpeg","Dormitorio 1",5
1998,"terraza.jpeg","Terraza",4
1998,"baño.jpeg","Baño",3
1682,"P1000554.JPG","COCINA",1
1682,"P1000555.JPG","BAÑO",2
1682,"P1000557.JPG","HABITACIÓN",4
1682,"P1000556.JPG","HABITACIÓN 2",5
1682,"P1000559.JPG","HABITACIÓN 3",6
1998,"salon_2.jpeg","Salón",2
908,"IMG_20170808_153854.jpg","habitacion 1",3
693,"300620092258.jpg","Armario librería habitaciones con TV y DVD",1
1684,"IMG_20140730_130602.jpg","habitacion",8
1684,"IMG_20160718_210456.jpg","Salon",7
1684,"IMG_20140730_131307.jpg","habitacion",6
1684,"IMG_20140730_130803.jpg","baño",5
1684,"IMG_20140730_130103.jpg","cocina",4
1684,"IMG_20140730_130035.jpg","cocina",3
1684,"IMG_20140730_125938.jpg","salon",2
1345,"Cocina24.JPG","Cocina",3
2046,"IMG_20180607_184716.jpg","habitacion individual",3
2040,"IMG_20180530_114014.jpg","Salon",1
908,"IMG_20170808_153821.jpg","baño",2
908,"IMG_20170808_153743.jpg","salon",1
2002,"PASILLO_1.JPG","Pasillo 1",6
2002,"HAB_3.jpg","Habitacion 3",1
2047,"IMG_09751.JPG","baño",4
1871,"IMG_3347.JPG","dormitorio 3",3
2002,"HAB_2.jpg","Habitacion 2",2
2002,"COCINA_14.JPG","Cocina",5
2002,"BAÑO3.jpg","Baño",4
2002,"HAB_1.jpg","Habitacion",3
2001,"IMG_9658.JPG","Baño",4
2001,"IMG_9661.JPG","Salón",5
2001,"IMG_9662.JPG","habitación individual",3
2001,"IMG_9655.JPG","Cocina",1
359,"IMG_1812.JPG","Dormitorio",3
359,"IMG_1820.JPG","Salón",2
1577,"IMG_20140907_135456.jpg","Habitación 4",6
1577,"IMG_20140907_135358.jpg","Baño grande",7
1577,"IMG_20140907_135643.jpg","Baño",8
1981,"IMG-20170710-WA0007[1].jpg","habitación con armario empotrado",3
1981,"IMG-20170710-WA0013[1].jpg","entrada y salón ",1
1981,"IMG-20170710-WA0015[1].jpg","cocina",2
2001,"IMG_9663.JPG","habitación individual",2
2000,"Entrada_3.jpg","Entrada 3",7
2000,"Entrada_2.jpg","Entrada 2",6
2000,"Entrada_1.jpg","Entrada 1",5
2000,"Salon41.jpg","Salón 4",4
1999,"Salita_al_patio.jpg","SALITA AL PATIO",5
1999,"DORMITORIO.jpg","DORMITORIO DOBLE",4
1999,"COCINA._1.jpg","COCINA",3
1999,"Baño18.jpg","BAÑO",2
1999,"BAÑO_con_ducha.jpg","BAÑO CON DUCHA",1
1275,"20130916_183733_(1)1.jpg","BAÑO 1",4
1871,"IMG_3322.JPG","dormitorio 4",2
1871,"IMG_73181.JPG","cocina",1
1275,"20130916_183525_(1).jpg","COCINA",3
809,"BAÑO4.JPG","baño",2
809,"HABITACION_GRANDE1.JPG","habitacion",3
809,"COCINA_13.JPG","cocina",4
1997,"IMG_0277.JPG","SALON - COMEDOR",5
1997,"IMG_02711.JPG","HABITACION 3",4
1997,"IMG_0267.JPG","HABITACION 2",3
1996,"la_foto_5_(1)1.JPG","dormitorio",9
1996,"la_foto_41.JPG","dormitorio",8
1996,"la_foto_31.JPG","baño",7
1996,"la_foto_3_(1)1.JPG","salon",6
1996,"la_foto_2_(1)1.JPG","dormitorio",5
1996,"la_foto_1_(4)1.JPG","dormitorio",4
1996,"la_foto_21.JPG","baño",3
1023,"130.jpg","baño",3
2102,"DORMITORIO_2.JPG","",5
1707,"Baño-2.jpg","baño",4
1707,"IMG_20160730_182017.jpg","salon",3
1776,"dorm1.portillo_.JPG","HABITACION",2
2076,"IMG_20180718_203224.jpg","Habitación ",1
1841,"Edificio_calle_Corpus_Christi.JPG","Edificio",6
1996,"la_foto_1_(3)1.JPG","dormitorio",1
1996,"la_foto_1_(5)1.JPG","cocina",2
1995,"Habitación_24.jpg","Habitación 2",9
1995,"Salón_13.jpg","Salón 1",8
1995,"Salón_11.jpg","Salón 1",7
1995,"Hab._Principal_.JPG","Hab. Principal",6
1995,"Salón_12.jpg","Salon",5
1995,"Hab._Principal_2_.JPG","Hab. Principal 2",4
1995,"Cocina_12.jpg","Cocina",3
1991,"F7.jpg","salón",4
1991,"F4.jpg","cocina",3
1995,"IMG_24131.JPG","Baño (1)",2
1991,"F8.jpg","habitación 2",2
1995,"IMG_2424.JPG","Vistas desde la terraza",1
1991,"F1.jpg","habitación",1
1710,"image72.jpg","Habitación ",7
1710,"image71.jpg","Habitación ",6
1710,"image70.jpg","Habitación ",5
1710,"image69.jpg","Baño",4
1710,"image68.jpg","Cocina",3
1710,"image67.jpg","Salón ",2
1710,"image66.jpg","Salón ",1
1989,"WhatsApp_Image_2017-07-14_at_12.01_.32_.jpeg","cocina",3
1989,"WhatsApp_Image_2017-07-14_at_13.47_.05_.jpeg","habitacion 2",2
1990,"Salon8.JPG","Salón, living room",1
1023,"2014-09-20_13.21_.10_.jpg","habitación individual cama grande",2
1990,"H11.JPG","Habitación 1, room 1",2
1990,"H21.JPG","Habitación 2, room 2",3
1989,"WhatsApp_Image_2017-07-14_at_12.01_.34_(1)_.jpeg","salón",1
1988,"20170702_124115.jpg","Baño",5
1988,"20170702_124041.jpg","baño",3
1987,"IMG_0440Baño.jpg","Baño",5
1990,"H31.JPG","Habitación 3, room 3",4
1990,"Cocina25.JPG","Cocina, kitchen",5
1987,"IMG_0438.JPG","Dormitorio",4
1988,"20170702_124455.jpg","Cocina",4
1987,"IMG_0445_vertical.jpg","Cocina",3
1988,"20170702_1234421.jpg","Habitación vista contraria",1
1717,"IMG-20180823-WA0007.jpg","Habitación",4
1717,"Cocina12.jpg","Cocina",1
1718,"IMG-20140921-WA0004.jpeg","habitación ",1
1719,"Dormitorio_Vista_1.jpg","Dormitorio. Vista 3",3
1719,"2017_Junio_Vistas.jpg","Vistas salón",2
1962,"Diapositiva7.JPG","1",1
1962,"Diapositiva3.JPG","4",4
1962,"Diapositiva2.JPG","3",3
1962,"Diapositiva1.JPG","2",2
1047,"CAM00571.jpg","salon",12
1719,"2017_Junio_Salon_Vista_3.jpg","Salón",1
1988,"20170702_123703.jpg","habitación indiviual amueblada con dos camas",2
1987,"IMG_0453.JPG","Salón / Comedor",2
1987,"IMG_04521.JPG","Salón / Comedor",1
1983,"habitación_morada_final.png","Habitación 2",5
1047,"CAM00595.jpg","salon",13
1983,"habitación_blanca_final.png","Habitación 3",4
1983,"habitación_marrón_final.png","Habitación 1",3
1983,"SALÓN_final.jpg","Salón soleado con terraza",1
1983,"COCINA_FINAL.jpg","Cocina completa",2
1984,"Cocina_con_muebles_1.jpg","Cocina americana",8
1984,"Baño_12.jpg","Baño 1",3
1984,"Muebles1.jpg","Dormitorio 1",2
1984,"Salón_cocina.JPG","Salón",1
1984,"Parque.JPG","Parque",4
1982,"fotos_telefono_353.jpg","salón",3
1982,"COCINA_21.jpg","cocina 1",2
1982,"DORMITORIO_12.jpg","dormitorio 1",1
1975,"IMG_20170629_182827597_HDR.jpg","Habitación 2",5
1979,"DM-9.JPG","habitación individual",4
1979,"DM-14.JPG","salon",3
1979,"DM-6.JPG","baño",2
1821,"IMG-20170627-WA0014.jpg","Baño 2",5
1821,"IMG-20170627-WA0011.jpg","Baño 1",4
1821,"IMG_20170622_174326.jpg","Cocina",2
1821,"IMG_20170622_182614.jpg","Salón Comedor",1
1973,"zcxc.png","5",6
1973,"zcxx.png","4",5
1973,"x.png","3",4
1973,"ddd.png","asds",2
1973,"xzzz.png","2",3
1973,"xzxcx.png","asxs",1
1972,"piso.Renedo_.dormitorio_.JPG","dormitorio",5
1972,"piso.Renedo_.baño_.jpg","baño",4
1957,"5CF61199-CF5C-4FE7-BBE9-AB3B7B8B9CBC.jpeg","Comedor ",1
2039,"IMG_00791.JPG","Cocina",4
2039,"IMG_0179.JPG_868_.JPG","escritorio/mesa de dibujo",2
1916,"IMG-20150909-WA00041.jpg","AVENIDA DEL RIO",3
1916,"thumbnail_Foto0099.jpg","HABITACION CON TERRAZA CERRADA",2
1972,"P2-3150007.JPG","salón",3
1972,"P1-3150011_(1).JPG","pasillo",2
1972,"P3-3150008.JPG","salón",1
1971,"AVENIDA_PALENCIA_001.JPG","BAÑO CON CABINA HIDROMASAJE",5
1971,"AVENIDA_PALENCIA_008.JPG","COCINA AMERICANA",4
1971,"AVENIDA_PALENCIA_003.JPG","SALON",1
1971,"AVENIDA_PALENCIA_004.JPG","HABITACION 1",2
1971,"AVENIDA_PALENCIA_005.JPG","HABITACION 2",3
1350,"cod.p_.flor_1_to_8.jpg","salon-comedor",2
2096,"Habitacion2.jpg","habitacion 2",2
1350,"pas.p_.fñpr_1_todo_4.jpg","pasillo",1
1601,"todas_065.jpg","fachada esterior",3
1601,"hab_peque_ju_maria_la_mejor.JPG","",2
2079,"P_20180720_163324_LL.jpg","cocina2",3
2079,"1532100804179_fact_1.jpg","Cocina",2
2079,"1532100789338.jpg","Salón",1
2004,"Salón_comedor1.jpg","Salón comedor ",3
2004,"HABITACION_1_DE_8_M1.jpg","Habitación 1 con cama de 1,05 interior",4
1970,"hall_uva.jpg","hall",3
1970,"dormitorio_uva.jpg","dormitorio 1",2
1970,"COCINA_11.jpg","cocina",1
1970,"dormitrio_uva.jpg","dormitorio 2",4
1970,"san_gabriel_15_(4).jpg","salon",5
1664,"3agrande.PNG","H  grandea",6
1969,"IMG_1082.JPG","habitacion",5
1969,"IMG_1081.JPG","habitacion",4
848,"21.JPG","salon",3
848,"461.JPG","Habitacion 1",2
848,"467.JPG","Habitacion 2",1
1762,"5_Habitacion_2.jpg","Habitación en alquiler",4
1762,"6_Salon_2.jpg","Salón",1
1762,"3_Baño.jpg","Baño",2
1762,"2_Cocina.jpg","Cocina",3
1054,"CAM01492.jpg","Habitación disponible",4
1054,"CAM01463.jpg","Habitación disponible",5
1054,"CAM01401.jpg","Habitación grande",6
1054,"CAM014011.jpg","Habitación 2",7
1840,"Edificio_calle_Huegas_1.JPG","Edificio",4
1772,"Salon_-_copia.JPG","Salón",6
1772,"Salon_-_copia1.JPG","Salón",7
1578,"P7240257.JPG","Habitación 2",3
1578,"P7240258.JPG","Habitación 3",4
1578,"P7240261.JPG","Habitación 4",5
1578,"P72402611.JPG","Habitación 4",6
1578,"P7240263.JPG","Baño",7
1774,"48.jpg","habitacion",4
1774,"57.jpg","Salón",3
1774,"610.jpg","cocina",2
1777,"902.jpg","RIO",2
1777,"933.jpg","ZONAS AJARDINADAS",3
1777,"945.jpg","PUENTE PONIENTE",4
1788,"image7.jpeg","Cocina",2
1776,"1salon_portillo.jpg","SALON",1
1690,"IMG_3534.JPG","salón",1
931,"foto0261.jpg","Cocina",1
931,"foto0262.jpg","Salón",2
931,"foto0271.jpg","Una habitación",3
931,"foto0269.jpg","habitación",4
931,"foto0268.jpg","habitación",5
1774,"37.jpg","habitación",1
1690,"IMG_3535.JPG","terraza",2
1690,"IMG_3542.JPG","habitacion individual",3
1690,"IMG_3543.JPG","cuarto de baño",4
1689,"IMG_3451.JPG","habitacion individual",2
1689,"IMG_3452.JPG","habitacion individual",1
1803,"IMG_6897.JPG","salón-comedor",4
1997,"IMG_0288.JPG","COCINA",1
1997,"IMG_0264.JPG","HABITACION 1",2
2035,"IMG-20180119-WA0001.jpg","baño",4
2035,"IMG-20180119-WA0010.jpg","habitación disponible",3
2107,"Baño.jpg","Baño",4
2035,"IMG-20180119-WA0009.jpg","cocina",2
2035,"IMG-20180119-WA0000.jpg","salón",1
1803,"IMG_6913.JPG","cocina",3
1803,"IMG_6906.JPG","baño",2
1803,"IMG_6891.JPG","habitación",1
1800,"IMG_0452.JPG","Cocina",1
1800,"IMG_0457.JPG","Cuarto de baño",2
1800,"IMG_0454.JPG","Habitación",3
1800,"IMG_0455.JPG","Habitación",4
1800,"IMG_0456.JPG","Salón",5
1800,"IMG_0450.JPG","Pasillo de entrada",6
1321,"DSCN1250.JPG","cocina",1
1275,"20130916_184157_(1).jpg","HABITACION",2
1998,"cocina.jpeg","Cocina",1
2092,"IMG_1908.JPG","BAÑO",3
2092,"IMG_1725.JPG","EDIFICIO",5
2092,"IMG_1911.JPG","COCINA",2
2092,"IMG_20180805_114820.jpg","SALON",1
2092,"IMG_1901.JPG","DORMITORIO",4
2096,"Habitacion1.jpg","habitacion1",1
1717,"IMG-20180823-WA0006.jpg","Habitación",3
2095,"20180828_135343.jpg","COCINA",4
2095,"20180828_134649.jpg","HABITACIÓN1",3
2095,"20180823_175832.jpg","HABITACIÓN2",2
2095,"20180828_134001.jpg","HABITACIÓN3",1
1691,"Salon8.jpg","Salón",3
1691,"Habitacion23.jpg","Habitación 2",2
1691,"Habitacion12.jpg","Habitación 1",1
1826,"0Entrada.jpg","Hall de entrada",1
1826,"Habitacion_1A.jpg","Habitacion 1",2
1826,"Habitacion_2D.jpg","Habitacion 2",3
1826,"Habitacion_3A.jpg","Habitación 3. Con mesa de estudio y armario empotrado.",4
1826,"Cocina_1B.jpg","Cocina",5
1826,"Salon_1B.jpg","Salon comedor",6
1829,"HABITACION31.jpg","habitacion3",2
1829,"COCINABAÑO.jpg","cocina y baño",1
1829,"hab4.jpg","habitacion4",3
1829,"hab2ypasillo.JPG","habitacion2  y pasillo",4
1829,"SALONENTRADAHAB1.jpg","salon, portal y habitacion1",5
2112,"Screenshot_2018-11-25_19_48_03.png","Baño",5
2112,"Screenshot_2018-11-25_19_44_34.png","Cocina",1
2112,"Screenshot_2018-11-25_19_44_10.png","Cocina",2
2112,"Screenshot_2018-11-25_19_47_55.png","Cocina",3
2112,"Screenshot_2018-11-25_19_48_10.png","Baño",4
2111,"IMG-20181111-WA0005.jpg","Salón",5
2111,"IMG-20181111-WA0002.jpg","Habitación 1",1
2111,"IMG-20181111-WA0004.jpg","Habitación 2",2
2108,"16Cocina_1.jpg","",1
2108,"11Salon_3.jpg","Salón",2
2108,"11Salon_3.jpg","",3
2108,"21Habitacion1_2.jpg","Habitacion 1",4
2108,"24Baño1_2.jpg","Baño 1",5
2108,"30Habitacion2_3.jpg","Habitacion 2",6
2110,"602161834.jpg","habitación",2
2111,"IMG-20181111-WA0010.jpg","baño",3
1246,"DSC_1211.JPG","Entrada",4
2111,"IMG-20181111-WA0014.jpg","Cocina",4
1246,"DSC_1209.JPG","Salón Sillones",3
1246,"DSC_1212.JPG","Cocina",2
1246,"DSC_1208.JPG","Salón tele",1
2103,"IMG_20180919_191134.jpg","dormitorio principal",2
2103,"P1010414.JPG","pasillo",1
2102,"COCINA.JPG","",4
1707,"IMG_20160730_170015.jpg","habitacion2",2
2102,"BAÑ0_PEQUEÑO.JPG","",3
2102,"BAÑO_GRANDE.JPG","",2
2102,"DORMITORIO_3.JPG","",1
1840,"Comedor1.JPG","comedor",1
1840,"Cocina20.JPG","cocina",2
1840,"Baño17.JPG","baño",3
1845,"20150817_183245.jpg","habitacion",1
837,"IMG_20180104_1315541.jpg","Baño",2
1904,"IMG_20160828_180224.jpg","D01",2
837,"20150805_123823.jpg","Salón",1
1841,"Comedor.JPG","Comedor",1
1841,"Cocina19.JPG","cocina",2
2101,"lubia1_7.jpg","Salón",1
2099,"galicia_octubre_09_005.jpg","salon",1
2097,"WhatsApp_Image_2018-08-22_at_18_02_34.jpeg","Cocina",1
1845,"20150817_182800.jpg","baño",3
1845,"20150817_183658.jpg","habitacion",2
1845,"20150817_183051.jpg","cocina",4
1845,"20150817_182830.jpg","salon",5
1724,"Dormitorio1D.jpg","Dormitorio1",3
1870,"thumbnail_Foto0104.jpg","HABITACION INDIVIDUAL",7
1664,"38.jpg","Habit",5
1664,"149.jpg","Habit",4
2091,"habitacio2.JPG","Habitación2",4
2080,"Salón.jpg","Salón (torre de la muralla con vistas al Paseo del Salón), 3 balcones",1
2083,"WhatsApp_Image_2018-08-03_at_12_42_29.jpeg","Comedor",5
2083,"WhatsApp_Image_2018-08-03_at_12_42_29_(1).jpeg","Baño",4
2091,"habitacion1.JPG","Habitacion1",3
2091,"cocina.JPG","Cocina",2
2091,"Baño.JPG","Baño",1
1856,"9cocina_(2).JPG","cocina",3
1856,"5habitacion2.JPG","habitacion1",4
1856,"7habitacion3a.JPG","habitacion2",5
2073,"foto6.jpg","",3
2073,"foto12.jpg","",2
2073,"foto8.jpg","",1
2065,"Hab2.jpg","",6
2062,"IMG-20180709-WA0013.jpg","",1
2063,"Torre4.jpg","Torre",1
2074,"IMG-20180627-WA0020.jpg","Salón ",1
2074,"IMG-20180627-WA0015.jpg","Cocina",2
2078,"IMG_1102.JPG","",2
2078,"IMG_1100.JPG","Hab",1
2074,"IMG-20180627-WA0008.jpg","Habitación simple",4
1275,"SNC02713_(1).jpg","EDIFICIO EXTERIOR",1
1969,"IMG_1079.JPG","salon con galeria cerrada",3
1863,"00_piso_porvenir_(8).jpg","HAB 2",4
1863,"00_piso_porvenir_(3).jpg","HAB 1",3
1863,"00_piso_porvenir_(4).jpg","SALON ",2
1863,"00_piso_porvenir_(2)1.jpg","BAÑO",1
2083,"WhatsApp_Image_2018-08-03_at_12_42_28.jpeg","Habitación libre",3
2083,"WhatsApp_Image_2018-08-03_at_12_42_28_(1).jpeg","Cocina",2
1870,"piso_foto1.jpg","AVENIDA DEL RIO",6
1870,"staticmap1.png","mapa calle a universidades",5
2085,"DSC01587.JPG","Habitación 1",3
2083,"WhatsApp_Image_2018-08-03_at_12_42_27.jpeg","Salón",1
2085,"DSC01594.JPG","Habitación principal",2
2085,"DSC01590.JPG","Habitación 2",1
2082,"CIMG1179.JPG","Cocina 2",3
2082,"Salón.jpg","Salón",4
2082,"CIMG1171.JPG","Baño",5
2084,"DSC01396.JPG","Salon",1
2076,"P1070656.JPG","Baño ",5
2076,"PANO_20180718_203720.jpg","Cocina ",4
2076,"IMG_20180718_203450.jpg","Salón ",3
2076,"P1070970.JPG","Habitación ",2
2037,"DSC_1577.JPG","baño",4
2037,"DSC_1562.JPG","dormitorio normal",3
2037,"IMG-20170725-WA0022.jpg","cocina",2
2037,"IMG-20170725-WA0045.jpg","dormitorio doble",1
2058,"cocina22.jpg","Cocina",3
2058,"03003151.jpg","Baño",4
2058,"salón1-2.jpg","Salón",1
2058,"hab.mick2_.jpg","Habitación individual",2
1870,"piso_de_3_dormitorios_en_valladolid_17100034552272707121.jpg","VISTAS",4
2057,"DSC029621.JPG","Cocina",5
2057,"DSC029591.JPG","Dormitorio",4
2057,"DSC02958.JPG","Dormitorio",3
2057,"DSC02953.JPG","Dormitorio",2
2056,"20130610_1144444.jpg","Baño",1
2056,"20130610_1145402.jpg","Habitación",2
2056,"20130610_1146271.jpg","Habitación",3
2056,"20130610_1146511.jpg","Habitación",4
2056,"20130610_1147221.jpg","Cocina",6
2056,"20130610_1150071.jpg","Salón",5
2052,"CIMG82102.JPG","SALON",8
2052,"CIMG82101.JPG","SALON",7
2052,"CIMG8210.JPG","SALON",6
2052,"CIMG8203.JPG","DORMITORIO3",5
1978,"IMG-20150629-WA0011.jpg","HAB 4",1
2049,"DSC02005.JPG","COCINA",4
2049,"DSC01992.JPG","baño",3
2049,"DSC01981.JPG","Salon",2
1348,"20160306_121338.jpg","Camas litera dormitorio",6
1788,"image10.jpeg","Habitación ",4
1788,"image11.jpeg","Habitación ",5
1788,"image12.jpeg","Baño",6
945,"IMG_0598.JPG","Comedor",4
945,"IMG_05931.JPG","habitación \"C\"",3
945,"IMG_0594.JPG","Cocina",6
1960,"2014-01-07_14.23_.13_.jpg","habitación",1
757,"dormitorio_grande[1].JPG","dormitorio grande",2
757,"cuarto_de_baño[1].JPG","cuarto de baño",5
757,"dormitorio_estar[1].JPG","dormitorio pequeño",3
2048,"IMG-20160116-WA0004.jpg","habitacion individual",1
2046,"IMG_20170618_203720.jpg","baño",2
2047,"IMG_20150904_1954153.jpg","dormitorio",5
359,"IMG_18061.JPG","Cocina",1
360,"IMG_16222.JPG","Pasillo y baño pequeño",1
360,"IMG_1668.JPG","Cocina",2
360,"IMG_1633.JPG","Baño Grande",3
1030,"FACHADA_03.JPG","Fachada del edificio en la calle Mantería",1
1981,"IMG-20170710-WA0020[1].jpg","baño ",5
1856,"1salon21.JPG","salon",1
2047,"IMG_09731.JPG","cocina",3
2047,"IMG_09681.JPG","salón",2
2046,"IMG_20170618_203513.jpg","salon",1
2047,"fachada.JPG","Fachada",1
